pizzanev	darab	felvetel	kiszallitas
Főnök kedvence	1	2006.08.17 18:20:00	2006.08.17 20:23:00
Zöldike	1	2006.08.17 18:33:00	2006.08.17 19:26:00
Babos	1	2006.08.17 18:40:00	2006.08.17 21:52:00
Hercegnő	1	2006.08.17 18:51:00	2006.08.17 20:58:00
Sajtos	1	2006.08.17 19:41:00	2006.08.17 20:35:00
Pacalos	1	2006.08.17 19:51:00	2006.08.17 22:54:00
Magvas	1	2006.08.17 20:14:00	2006.08.17 20:43:00
Frankfurti	1	2006.08.17 20:42:00	2006.08.17 23:13:00
Quattro	1	2006.08.17 21:24:00	2006.08.17 21:48:00
Quattro	2	2006.08.17 21:29:00	2006.08.18 0:23:00
Nikó	1	2006.08.17 22:11:00	2006.08.17 23:31:00
Son-go-ku	3	2006.08.17 22:57:00	2006.08.17 23:52:00
Gyros pizza	1	2006.08.17 23:48:00	2006.08.18 1:58:00
Nordic	1	2006.08.18 0:05:00	2006.08.18 3:06:00
Spanyol	3	2006.08.18 0:19:00	2006.08.18 1:07:00
Kívánság	1	2006.08.18 0:26:00	2006.08.18 1:33:00
So-ku	1	2006.08.18 0:45:00	2006.08.18 1:56:00
Szardíniás	1	2006.08.18 1:15:00	2006.08.18 2:09:00
So-ku	3	2006.08.18 2:04:00	2006.08.18 2:52:00
Tonhalas	1	2006.08.18 2:23:00	2006.08.18 4:46:00
Pásztor	1	2006.08.18 3:17:00	2006.08.18 6:15:00
Görög	1	2006.08.18 4:05:00	2006.08.18 6:01:00
Kagylós	1	2006.08.18 4:57:00	2006.08.18 7:34:00
Babos	1	2006.08.18 5:43:00	2006.08.18 6:19:00
Kolbászos	3	2006.08.18 5:58:00	2006.08.18 6:34:00
Mixi	2	2006.08.18 6:09:00	2006.08.18 9:05:00
Mamma fia	1	2006.08.18 6:10:00	2006.08.18 8:55:00
Hellas	2	2006.08.18 6:16:00	2006.08.18 7:06:00
Áfonyás	1	2006.08.18 6:34:00	2006.08.18 9:10:00
Tüzes halál	1	2006.08.18 7:02:00	2006.08.18 8:08:00
Nikó	1	2006.08.18 7:07:00	2006.08.18 7:55:00
Ínyenc	1	2006.08.18 7:08:00	2006.08.18 9:43:00
Erős János	1	2006.08.18 7:15:00	2006.08.18 9:21:00
Pipis	1	2006.08.18 7:23:00	2006.08.18 9:20:00
Frankfurti	1	2006.08.18 7:55:00	2006.08.18 9:46:00
Hellas	1	2006.08.18 8:17:00	2006.08.18 8:46:00
Király pizza	1	2006.08.18 8:32:00	2006.08.18 9:36:00
Király pizza	3	2006.08.18 8:36:00	2006.08.18 9:02:00
Betyáros	1	2006.08.18 8:44:00	2006.08.18 10:07:00
Nyuszó-Muszó	2	2006.08.18 9:15:00	2006.08.18 12:08:00
Hamm	1	2006.08.18 9:16:00	2006.08.18 11:54:00
Csupa sajt	1	2006.08.18 10:02:00	2006.08.18 10:48:00
Barbecue chicken	1	2006.08.18 10:18:00	2006.08.18 12:02:00
Pipis	3	2006.08.18 10:51:00	2006.08.18 12:10:00
Kétszínű	1	2006.08.18 11:43:00	2006.08.18 14:15:00
Hamm	1	2006.08.18 12:00:00	2006.08.18 14:17:00
Máj Fair Lady	1	2006.08.18 12:15:00	2006.08.18 13:25:00
Csupa sajt	1	2006.08.18 12:51:00	2006.08.18 14:29:00
Szerzetes	2	2006.08.18 12:58:00	2006.08.18 15:38:00
Spanyol	1	2006.08.18 12:59:00	2006.08.18 14:53:00
Jobbágy	1	2006.08.18 13:35:00	2006.08.18 15:19:00
Szőke kapitány	1	2006.08.18 14:07:00	2006.08.18 16:53:00
Mixi	1	2006.08.18 14:48:00	2006.08.18 16:50:00
Rettenetes magyar	3	2006.08.18 15:27:00	2006.08.18 16:40:00
Ráki	1	2006.08.18 15:53:00	2006.08.18 17:37:00
Király pizza	1	2006.08.18 16:27:00	2006.08.18 18:22:00
Excellent	1	2006.08.18 17:05:00	2006.08.18 18:33:00
Görög	1	2006.08.18 17:36:00	2006.08.18 20:24:00
Mexikói	3	2006.08.18 18:13:00	2006.08.18 21:06:00
Magvas	1	2006.08.18 18:47:00	2006.08.18 20:14:00
Son-go-ku	2	2006.08.18 19:16:00	2006.08.18 20:17:00
Barbecue chicken	2	2006.08.18 19:47:00	2006.08.18 22:53:00
Lagúna	2	2006.08.18 20:07:00	2006.08.18 21:55:00
Pipis	1	2006.08.18 20:37:00	2006.08.18 22:52:00
Pacalos	1	2006.08.18 20:59:00	2006.08.19 0:09:00
Tüzes halál	1	2006.08.18 21:49:00	2006.08.19 0:56:00
Tonhalas	2	2006.08.18 22:08:00	2006.08.19 1:12:00
Törperős	2	2006.08.18 22:21:00	2006.08.19 0:39:00
Gyros pizza	1	2006.08.18 23:09:00	2006.08.19 1:12:00
Caribi	1	2006.08.18 23:20:00	2006.08.19 0:00:00
Tonhalas	2	2006.08.18 23:44:00	2006.08.19 2:04:00
Király pizza	2	2006.08.18 23:52:00	2006.08.19 0:56:00
Kívánság	1	2006.08.19 0:45:00	2006.08.19 3:09:00
Ráki	1	2006.08.19 0:59:00	2006.08.19 2:04:00
Röfi	1	2006.08.19 1:11:00	2006.08.19 3:03:00
Pipis	3	2006.08.19 1:30:00	2006.08.19 3:58:00
Kolbászos	1	2006.08.19 1:56:00	2006.08.19 4:27:00
Tüzes halál	1	2006.08.19 2:42:00	2006.08.19 4:02:00
Francia	3	2006.08.19 2:58:00	2006.08.19 4:41:00
Áfonyás	1	2006.08.19 3:37:00	2006.08.19 4:36:00
Caribi	1	2006.08.19 4:28:00	2006.08.19 5:53:00
Francia	1	2006.08.19 4:48:00	2006.08.19 7:07:00
Vega	1	2006.08.19 4:53:00	2006.08.19 6:24:00
Nyuszó-Muszó	3	2006.08.19 5:38:00	2006.08.19 8:06:00
Király pizza	1	2006.08.19 6:04:00	2006.08.19 7:16:00
Magyaros	2	2006.08.19 6:22:00	2006.08.19 8:30:00
Tonhalas	3	2006.08.19 7:02:00	2006.08.19 9:35:00
Erős János	1	2006.08.19 7:25:00	2006.08.19 8:13:00
Kolbászos	1	2006.08.19 7:38:00	2006.08.19 8:05:00
Csabesz	3	2006.08.19 7:56:00	2006.08.19 9:27:00
Excellent	2	2006.08.19 8:51:00	2006.08.19 10:50:00
Kívánság	1	2006.08.19 9:16:00	2006.08.19 11:33:00
Szardíniás	1	2006.08.19 9:23:00	2006.08.19 9:52:00
Juhtúrós	1	2006.08.19 9:26:00	2006.08.19 10:15:00
Kagylós	1	2006.08.19 9:52:00	2006.08.19 10:47:00
Csupa sajt	1	2006.08.19 10:47:00	2006.08.19 13:57:00
Mexikói	1	2006.08.19 11:42:00	2006.08.19 13:48:00
Frankfurti	1	2006.08.19 12:14:00	2006.08.19 12:52:00
Máj Fair Lady	1	2006.08.19 12:43:00	2006.08.19 14:09:00
Király pizza	1	2006.08.19 13:24:00	2006.08.19 15:10:00
Popey	1	2006.08.19 13:52:00	2006.08.19 16:56:00
Pástétomos	2	2006.08.19 14:07:00	2006.08.19 16:33:00
Hellas	3	2006.08.19 14:47:00	2006.08.19 17:26:00
Tenger gyümölcsei	1	2006.08.19 15:20:00	2006.08.19 16:36:00
Nyuszó-Muszó	1	2006.08.19 16:04:00	2006.08.19 18:47:00
Kolbászos	1	2006.08.19 16:43:00	2006.08.19 17:16:00
Kiadós	1	2006.08.19 16:48:00	2006.08.19 19:51:00
Hamm	1	2006.08.19 17:28:00	2006.08.19 19:43:00
Nordic	1	2006.08.19 17:42:00	2006.08.19 20:39:00
Szőke kapitány	1	2006.08.19 18:28:00	2006.08.19 20:39:00
Tonhalas	1	2006.08.19 19:08:00	2006.08.19 22:18:00
Törperős	1	2006.08.19 19:12:00	2006.08.19 22:05:00
Nikó	1	2006.08.19 19:50:00	2006.08.19 21:00:00
Lecsó	1	2006.08.19 20:13:00	2006.08.19 23:05:00
Pástétomos	1	2006.08.19 20:19:00	2006.08.19 23:19:00
Ínyenc	1	2006.08.19 20:35:00	2006.08.19 21:21:00
Hellas	1	2006.08.19 20:47:00	2006.08.19 21:36:00
Hellas	1	2006.08.19 21:09:00	2006.08.19 21:40:00
Máj Fair Lady	1	2006.08.19 22:04:00	2006.08.20 0:49:00
Juhtúrós	1	2006.08.19 22:13:00	2006.08.20 1:24:00
Füstös	3	2006.08.19 22:14:00	2006.08.19 23:03:00
Kétszínű	1	2006.08.19 22:49:00	2006.08.20 1:32:00
Lagúna	1	2006.08.19 23:39:00	2006.08.20 1:07:00
Máj Fair Lady	1	2006.08.20 0:22:00	2006.08.20 1:58:00
Erdő kapitánya	2	2006.08.20 1:04:00	2006.08.20 2:31:00
Nikó	1	2006.08.20 1:31:00	2006.08.20 3:12:00
Kétszínű	3	2006.08.20 2:22:00	2006.08.20 4:06:00
Máj Fair Lady	2	2006.08.20 2:40:00	2006.08.20 5:27:00
Nordic	1	2006.08.20 3:16:00	2006.08.20 6:06:00
Excellent	3	2006.08.20 4:11:00	2006.08.20 5:20:00
Sonkás	1	2006.08.20 4:11:00	2006.08.20 7:10:00
Röfi	1	2006.08.20 4:23:00	2006.08.20 7:30:00
Betyáros	1	2006.08.20 4:48:00	2006.08.20 6:08:00
Nikó	1	2006.08.20 4:58:00	2006.08.20 5:47:00
Áfonyás	1	2006.08.20 5:28:00	2006.08.20 6:23:00
Juhtúrós	1	2006.08.20 5:34:00	2006.08.20 7:33:00
Babos	3	2006.08.20 5:58:00	2006.08.20 8:16:00
Áfonyás	1	2006.08.20 6:25:00	2006.08.20 9:13:00
Hawaii	3	2006.08.20 7:14:00	2006.08.20 7:43:00
Quattro	1	2006.08.20 7:26:00	2006.08.20 8:05:00
Mexikói	1	2006.08.20 7:41:00	2006.08.20 8:09:00
Szalámis	1	2006.08.20 8:05:00	2006.08.20 10:45:00
Juhtúrós	3	2006.08.20 8:48:00	2006.08.20 10:29:00
Ráki	1	2006.08.20 9:39:00	2006.08.20 11:35:00
Hercegnő	1	2006.08.20 10:05:00	2006.08.20 12:36:00
Kolbászos	1	2006.08.20 10:59:00	2006.08.20 11:22:00
Rettenetes magyar	1	2006.08.20 11:40:00	2006.08.20 14:32:00
Jázmin álma	1	2006.08.20 12:35:00	2006.08.20 14:29:00
Nikó	1	2006.08.20 13:06:00	2006.08.20 14:32:00
Kívánság	1	2006.08.20 13:23:00	2006.08.20 16:27:00
Pipis	3	2006.08.20 13:32:00	2006.08.20 14:22:00
Szardíniás	1	2006.08.20 13:51:00	2006.08.20 15:03:00
Lecsó	1	2006.08.20 14:38:00	2006.08.20 15:11:00
Babos	1	2006.08.20 15:04:00	2006.08.20 17:04:00
Hamm	2	2006.08.20 15:45:00	2006.08.20 18:19:00
Tonhalas	1	2006.08.20 15:58:00	2006.08.20 16:29:00
Király pizza	2	2006.08.20 16:54:00	2006.08.20 18:23:00
Kiadós	2	2006.08.20 17:03:00	2006.08.20 19:00:00
Hawaii	1	2006.08.20 17:14:00	2006.08.20 17:56:00
Juhtúrós	1	2006.08.20 17:36:00	2006.08.20 18:44:00
Kívánság	1	2006.08.20 18:01:00	2006.08.20 21:06:00
Quattro	1	2006.08.20 18:49:00	2006.08.20 20:07:00
Pástétomos	1	2006.08.20 19:22:00	2006.08.20 20:48:00
Mamma fia	1	2006.08.20 20:03:00	2006.08.20 21:39:00
Hawaii	2	2006.08.20 20:20:00	2006.08.20 22:24:00
Kagylós	3	2006.08.20 20:52:00	2006.08.20 23:06:00
Rettenetes magyar	1	2006.08.20 21:48:00	2006.08.20 22:10:00
Tenger gyümölcsei	1	2006.08.20 22:21:00	2006.08.20 23:36:00
Csabesz	1	2006.08.20 22:46:00	2006.08.21 1:25:00
Törperős	1	2006.08.20 23:33:00	2006.08.21 0:43:00
Ilike	1	2006.08.21 0:30:00	2006.08.21 1:26:00
Magyaros	3	2006.08.21 0:48:00	2006.08.21 2:26:00
HamAndEggs	1	2006.08.21 1:26:00	2006.08.21 3:37:00
Kívánság	1	2006.08.21 1:27:00	2006.08.21 2:21:00
Mamma fia	1	2006.08.21 1:37:00	2006.08.21 2:08:00
Jázmin álma	3	2006.08.21 1:42:00	2006.08.21 2:29:00
Király pizza	1	2006.08.21 2:36:00	2006.08.21 4:14:00
Törperős	1	2006.08.21 3:19:00	2006.08.21 4:32:00
Hamm	3	2006.08.21 3:22:00	2006.08.21 3:57:00
Pacalos	1	2006.08.21 3:24:00	2006.08.21 3:46:00
Jobbágy	1	2006.08.21 3:26:00	2006.08.21 5:19:00
Sajtos	3	2006.08.21 4:08:00	2006.08.21 6:13:00
Főnök kedvence	1	2006.08.21 4:14:00	2006.08.21 5:01:00
Góré	1	2006.08.21 4:45:00	2006.08.21 7:29:00
Füstös	1	2006.08.21 5:37:00	2006.08.21 6:56:00
Főnök kedvence	2	2006.08.21 5:49:00	2006.08.21 8:59:00
Pásztor	1	2006.08.21 6:21:00	2006.08.21 7:49:00
Hawaii	1	2006.08.21 6:44:00	2006.08.21 7:38:00
Tonhalas	1	2006.08.21 7:09:00	2006.08.21 9:51:00
Pipis	1	2006.08.21 7:44:00	2006.08.21 9:29:00
So-ku	1	2006.08.21 8:11:00	2006.08.21 11:06:00
Szerzetes	2	2006.08.21 9:03:00	2006.08.21 10:18:00
Pásztor	3	2006.08.21 9:51:00	2006.08.21 11:59:00
Görög	3	2006.08.21 9:58:00	2006.08.21 10:33:00
Rettenetes magyar	1	2006.08.21 10:44:00	2006.08.21 13:42:00
Barbecue chicken	2	2006.08.21 10:46:00	2006.08.21 11:16:00
Babos	1	2006.08.21 11:21:00	2006.08.21 12:56:00
Pipis	1	2006.08.21 11:41:00	2006.08.21 13:40:00
Babos	1	2006.08.21 12:17:00	2006.08.21 12:48:00
Mamma fia	1	2006.08.21 12:43:00	2006.08.21 15:49:00
Tüzes halál	1	2006.08.21 12:52:00	2006.08.21 14:30:00
Mixi	3	2006.08.21 13:11:00	2006.08.21 16:09:00
Pacalos	1	2006.08.21 13:51:00	2006.08.21 16:37:00
Maffiózó	1	2006.08.21 14:12:00	2006.08.21 16:37:00
Erős János	1	2006.08.21 15:07:00	2006.08.21 16:26:00
Erdő kapitánya	1	2006.08.21 15:17:00	2006.08.21 16:21:00
Betyáros	1	2006.08.21 15:36:00	2006.08.21 16:40:00
Betyáros	1	2006.08.21 15:46:00	2006.08.21 18:13:00
Gyros pizza	1	2006.08.21 16:32:00	2006.08.21 19:12:00
Lagúna	1	2006.08.21 16:36:00	2006.08.21 18:39:00
Kétszínű	1	2006.08.21 16:48:00	2006.08.21 19:47:00
Füstös	1	2006.08.21 17:42:00	2006.08.21 18:35:00
Babos	1	2006.08.21 18:18:00	2006.08.21 19:04:00
Király pizza	2	2006.08.21 18:57:00	2006.08.21 19:52:00
Füstös	1	2006.08.21 19:12:00	2006.08.21 20:24:00
Szőke kapitány	1	2006.08.21 19:36:00	2006.08.21 20:14:00
Magvas	1	2006.08.21 19:58:00	2006.08.21 21:38:00
Ráki	1	2006.08.21 20:45:00	2006.08.21 22:30:00
Máj Fair Lady	3	2006.08.21 20:46:00	2006.08.21 23:07:00
Barbecue chicken	1	2006.08.21 21:37:00	2006.08.21 23:30:00
Tonhalas	1	2006.08.21 22:16:00	2006.08.21 23:58:00
Tonhalas	1	2006.08.21 22:35:00	2006.08.22 1:32:00
Erős János	3	2006.08.21 22:42:00	2006.08.21 23:11:00
Jobbágy	1	2006.08.21 22:51:00	2006.08.22 1:10:00
Szerzetes	3	2006.08.21 23:31:00	2006.08.22 0:49:00
Hercegnő	1	2006.08.22 0:10:00	2006.08.22 0:56:00
Füstös	1	2006.08.22 0:25:00	2006.08.22 2:48:00
Quattro	1	2006.08.22 0:41:00	2006.08.22 3:16:00
Tündi kedvence	1	2006.08.22 1:31:00	2006.08.22 2:20:00
Mamma fia	1	2006.08.22 2:01:00	2006.08.22 2:26:00
Tenger gyümölcsei	1	2006.08.22 2:19:00	2006.08.22 3:10:00
Hawaii	1	2006.08.22 2:30:00	2006.08.22 3:03:00
Pásztor	3	2006.08.22 2:46:00	2006.08.22 3:58:00
Barbecue chicken	1	2006.08.22 3:21:00	2006.08.22 4:54:00
Gino	3	2006.08.22 3:26:00	2006.08.22 5:50:00
Pipis	3	2006.08.22 3:38:00	2006.08.22 5:20:00
Mixi	3	2006.08.22 4:23:00	2006.08.22 6:15:00
Pacalos	1	2006.08.22 5:01:00	2006.08.22 8:09:00
Jázmin álma	1	2006.08.22 5:56:00	2006.08.22 7:02:00
Maffiózó	1	2006.08.22 6:29:00	2006.08.22 8:17:00
Törperős	1	2006.08.22 6:42:00	2006.08.22 7:15:00
Ilike	1	2006.08.22 6:52:00	2006.08.22 8:02:00
Füstös	2	2006.08.22 6:55:00	2006.08.22 9:56:00
Mexikói	1	2006.08.22 7:18:00	2006.08.22 10:00:00
Gino	2	2006.08.22 8:12:00	2006.08.22 8:42:00
Kiadós	1	2006.08.22 8:16:00	2006.08.22 11:14:00
So-ku	2	2006.08.22 8:42:00	2006.08.22 11:41:00
Spencer	1	2006.08.22 8:47:00	2006.08.22 10:37:00
Kiadós	2	2006.08.22 8:49:00	2006.08.22 10:05:00
Juhtúrós	1	2006.08.22 9:06:00	2006.08.22 9:50:00
So-ku	1	2006.08.22 9:17:00	2006.08.22 11:08:00
Mexikói	1	2006.08.22 10:06:00	2006.08.22 13:00:00
Tüzes halál	1	2006.08.22 10:29:00	2006.08.22 11:11:00
Szőke kapitány	1	2006.08.22 10:34:00	2006.08.22 12:29:00
Király pizza	1	2006.08.22 11:21:00	2006.08.22 12:13:00
Hamm	1	2006.08.22 11:25:00	2006.08.22 13:37:00
Kolbászos	3	2006.08.22 12:09:00	2006.08.22 12:58:00
Zöldike	1	2006.08.22 12:25:00	2006.08.22 15:07:00
Mixi	3	2006.08.22 12:47:00	2006.08.22 13:30:00
Nyuszó-Muszó	1	2006.08.22 13:35:00	2006.08.22 14:01:00
Szalámis	1	2006.08.22 14:13:00	2006.08.22 14:40:00
Kétszínű	1	2006.08.22 14:29:00	2006.08.22 15:54:00
Szőke kapitány	1	2006.08.22 15:18:00	2006.08.22 16:29:00
Máj Fair Lady	1	2006.08.22 15:25:00	2006.08.22 17:20:00
HamAndEggs	1	2006.08.22 15:31:00	2006.08.22 16:06:00
Kívánság	1	2006.08.22 15:56:00	2006.08.22 18:00:00
Lecsó	1	2006.08.22 16:15:00	2006.08.22 16:42:00
So-ku	3	2006.08.22 16:33:00	2006.08.22 17:26:00
Ráki	3	2006.08.22 17:25:00	2006.08.22 20:03:00
Kétszínű	1	2006.08.22 17:41:00	2006.08.22 20:31:00
Caribi	1	2006.08.22 17:58:00	2006.08.22 19:34:00
Maffiózó	1	2006.08.22 18:46:00	2006.08.22 21:32:00
Áfonyás	1	2006.08.22 18:56:00	2006.08.22 20:42:00
Pástétomos	1	2006.08.22 19:35:00	2006.08.22 20:40:00
Hawaii	1	2006.08.22 20:10:00	2006.08.22 20:55:00
Szerzetes	3	2006.08.22 21:04:00	2006.08.22 23:22:00
Francia	1	2006.08.22 21:47:00	2006.08.22 22:11:00
Pásztor	1	2006.08.22 21:58:00	2006.08.22 22:54:00
Nyuszó-Muszó	1	2006.08.22 22:00:00	2006.08.22 23:27:00
Király pizza	1	2006.08.22 22:26:00	2006.08.23 0:03:00
Quattro	1	2006.08.22 22:55:00	2006.08.23 0:40:00
Pástétomos	2	2006.08.22 23:40:00	2006.08.23 0:02:00
Ráki	2	2006.08.22 23:43:00	2006.08.23 2:32:00
Gyros pizza	1	2006.08.22 23:58:00	2006.08.23 0:29:00
Tenger gyümölcsei	1	2006.08.23 0:47:00	2006.08.23 1:25:00
Nyuszó-Muszó	1	2006.08.23 1:32:00	2006.08.23 2:35:00
Gombás	1	2006.08.23 2:28:00	2006.08.23 3:43:00
Maffiózó	1	2006.08.23 3:03:00	2006.08.23 5:14:00
Jobbágy	1	2006.08.23 3:48:00	2006.08.23 6:05:00
Spencer	1	2006.08.23 4:24:00	2006.08.23 5:28:00
Ráki	2	2006.08.23 5:09:00	2006.08.23 6:19:00
Ínyenc	1	2006.08.23 5:57:00	2006.08.23 8:35:00
Rettenetes magyar	1	2006.08.23 6:48:00	2006.08.23 9:46:00
Jázmin álma	1	2006.08.23 7:38:00	2006.08.23 8:12:00
Mexikói	1	2006.08.23 7:38:00	2006.08.23 9:49:00
Füstös	1	2006.08.23 8:26:00	2006.08.23 10:22:00
HamAndEggs	1	2006.08.23 8:26:00	2006.08.23 10:50:00
Csabesz	3	2006.08.23 8:58:00	2006.08.23 10:23:00
Tüzes halál	1	2006.08.23 9:28:00	2006.08.23 10:08:00
Magyaros	1	2006.08.23 10:23:00	2006.08.23 10:45:00
Francia	1	2006.08.23 10:59:00	2006.08.23 13:53:00
Ínyenc	1	2006.08.23 11:23:00	2006.08.23 11:56:00
Szőke kapitány	2	2006.08.23 11:24:00	2006.08.23 12:55:00
Erdő kapitánya	3	2006.08.23 11:39:00	2006.08.23 14:33:00
Görög	1	2006.08.23 12:27:00	2006.08.23 14:55:00
Kiadós	1	2006.08.23 12:42:00	2006.08.23 14:25:00
Pástétomos	1	2006.08.23 12:43:00	2006.08.23 14:11:00
Áfonyás	1	2006.08.23 12:46:00	2006.08.23 15:09:00
Magyaros	1	2006.08.23 13:11:00	2006.08.23 14:24:00
Babos	1	2006.08.23 13:21:00	2006.08.23 16:23:00
So-ku	1	2006.08.23 13:42:00	2006.08.23 15:12:00
Son-go-ku	1	2006.08.23 14:11:00	2006.08.23 15:54:00
Szalámis	2	2006.08.23 15:01:00	2006.08.23 16:03:00
Lecsó	1	2006.08.23 15:30:00	2006.08.23 15:52:00
Mexikói	1	2006.08.23 16:21:00	2006.08.23 17:56:00
Spencer	1	2006.08.23 16:35:00	2006.08.23 17:42:00
Lagúna	1	2006.08.23 17:18:00	2006.08.23 17:48:00
Csupa sajt	3	2006.08.23 17:36:00	2006.08.23 19:34:00
Excellent	1	2006.08.23 17:41:00	2006.08.23 19:20:00
Spanyol	1	2006.08.23 18:25:00	2006.08.23 18:53:00
Szardíniás	1	2006.08.23 18:48:00	2006.08.23 19:30:00
Szalámis	1	2006.08.23 19:15:00	2006.08.23 22:10:00
Ínyenc	1	2006.08.23 19:38:00	2006.08.23 21:24:00
Hellas	1	2006.08.23 20:36:00	2006.08.23 22:54:00
Erős János	1	2006.08.23 20:50:00	2006.08.23 22:07:00
Kívánság	1	2006.08.23 21:42:00	2006.08.24 0:29:00
Jobbágy	1	2006.08.23 21:47:00	2006.08.23 23:09:00
Sonkás	1	2006.08.23 22:11:00	2006.08.24 0:40:00
Pipis	2	2006.08.23 22:39:00	2006.08.24 1:02:00
Máj Fair Lady	2	2006.08.23 23:01:00	2006.08.24 1:01:00
Röfi	1	2006.08.23 23:16:00	2006.08.23 23:55:00
Babos	1	2006.08.23 23:29:00	2006.08.24 0:33:00
Pástétomos	1	2006.08.24 0:20:00	2006.08.24 3:04:00
Country	1	2006.08.24 0:38:00	2006.08.24 1:04:00
Szőke kapitány	1	2006.08.24 0:57:00	2006.08.24 2:34:00
Caribi	1	2006.08.24 1:39:00	2006.08.24 3:13:00
Magvas	1	2006.08.24 1:42:00	2006.08.24 3:31:00
Babos	1	2006.08.24 1:49:00	2006.08.24 3:10:00
Csabesz	1	2006.08.24 1:53:00	2006.08.24 3:50:00
Tenger gyümölcsei	1	2006.08.24 1:53:00	2006.08.24 4:41:00
Hercegnő	1	2006.08.24 2:31:00	2006.08.24 3:43:00
Caribi	1	2006.08.24 2:43:00	2006.08.24 5:47:00
Tenger gyümölcsei	1	2006.08.24 3:28:00	2006.08.24 5:20:00
Kagylós	1	2006.08.24 4:17:00	2006.08.24 6:47:00
Quattro	1	2006.08.24 4:32:00	2006.08.24 7:29:00
Juhtúrós	1	2006.08.24 4:35:00	2006.08.24 5:35:00
Kívánság	1	2006.08.24 5:22:00	2006.08.24 7:27:00
Zöldike	1	2006.08.24 5:50:00	2006.08.24 7:20:00
Mamma fia	1	2006.08.24 6:30:00	2006.08.24 7:52:00
Babos	1	2006.08.24 7:13:00	2006.08.24 10:14:00
Spanyol	1	2006.08.24 8:06:00	2006.08.24 10:42:00
Spanyol	1	2006.08.24 8:20:00	2006.08.24 9:47:00
Nordic	1	2006.08.24 8:58:00	2006.08.24 11:45:00
Popey	3	2006.08.24 9:54:00	2006.08.24 12:53:00
Pásztor	1	2006.08.24 10:45:00	2006.08.24 11:52:00
Quattro	3	2006.08.24 10:48:00	2006.08.24 13:19:00
Pipis	2	2006.08.24 10:56:00	2006.08.24 11:51:00
Jázmin álma	1	2006.08.24 11:34:00	2006.08.24 12:16:00
Babos	1	2006.08.24 12:00:00	2006.08.24 12:23:00
Magvas	3	2006.08.24 12:49:00	2006.08.24 13:39:00
Pástétomos	2	2006.08.24 13:33:00	2006.08.24 15:54:00
Magyaros	1	2006.08.24 14:30:00	2006.08.24 15:59:00
Son-go-ku	1	2006.08.24 15:04:00	2006.08.24 15:56:00
Tonhalas	2	2006.08.24 15:06:00	2006.08.24 17:37:00
So-ku	3	2006.08.24 15:08:00	2006.08.24 16:19:00
Pacalos	1	2006.08.24 15:18:00	2006.08.24 17:15:00
Máj Fair Lady	1	2006.08.24 16:15:00	2006.08.24 17:26:00
Törperős	1	2006.08.24 16:45:00	2006.08.24 17:29:00
Popey	1	2006.08.24 17:00:00	2006.08.24 18:04:00
Lecsó	1	2006.08.24 17:00:00	2006.08.24 18:38:00
Nyuszó-Muszó	1	2006.08.24 17:35:00	2006.08.24 18:35:00
Főnök kedvence	2	2006.08.24 18:03:00	2006.08.24 18:45:00
Gyros pizza	1	2006.08.24 18:16:00	2006.08.24 19:16:00
Erős János	1	2006.08.24 19:02:00	2006.08.24 21:56:00
So-ku	1	2006.08.24 19:32:00	2006.08.24 22:10:00
Törperős	1	2006.08.24 19:46:00	2006.08.24 21:21:00
Tüzes halál	1	2006.08.24 19:57:00	2006.08.24 20:21:00
Tonhalas	1	2006.08.24 20:03:00	2006.08.24 23:06:00
Francia	1	2006.08.24 20:44:00	2006.08.24 23:19:00
Hellas	1	2006.08.24 20:55:00	2006.08.24 21:15:00
Tonhalas	1	2006.08.24 21:26:00	2006.08.24 22:37:00
Kagylós	1	2006.08.24 21:29:00	2006.08.24 23:39:00
Szardíniás	1	2006.08.24 21:32:00	2006.08.24 23:08:00
Barbecue chicken	1	2006.08.24 22:28:00	2006.08.25 1:41:00
Pásztor	1	2006.08.24 22:31:00	2006.08.25 0:50:00
Country	1	2006.08.24 22:40:00	2006.08.24 23:29:00
Popey	1	2006.08.24 23:05:00	2006.08.24 23:47:00
Pásztor	1	2006.08.24 23:44:00	2006.08.25 1:23:00
Gyros pizza	2	2006.08.25 0:20:00	2006.08.25 1:02:00
Szardíniás	1	2006.08.25 0:21:00	2006.08.25 1:00:00
Ilike	1	2006.08.25 0:33:00	2006.08.25 1:41:00
Nordic	1	2006.08.25 0:37:00	2006.08.25 3:36:00
Lecsó	1	2006.08.25 0:48:00	2006.08.25 1:18:00
Lagúna	1	2006.08.25 1:24:00	2006.08.25 2:52:00
Mixi	1	2006.08.25 1:55:00	2006.08.25 2:45:00
Rettenetes magyar	2	2006.08.25 2:34:00	2006.08.25 4:26:00
Caribi	1	2006.08.25 2:47:00	2006.08.25 4:28:00
Füstös	1	2006.08.25 3:04:00	2006.08.25 3:33:00
Hamm	1	2006.08.25 3:06:00	2006.08.25 3:30:00
Kívánság	2	2006.08.25 3:56:00	2006.08.25 5:40:00
Jobbágy	1	2006.08.25 4:03:00	2006.08.25 6:40:00
Rettenetes magyar	1	2006.08.25 4:14:00	2006.08.25 6:15:00
Röfi	2	2006.08.25 5:11:00	2006.08.25 6:16:00
Tenger gyümölcsei	1	2006.08.25 5:20:00	2006.08.25 7:36:00
Gyros pizza	1	2006.08.25 5:40:00	2006.08.25 7:17:00
